,acc,loss,val_acc,val_loss
0,0.5146484375,0.8698497265577316,0.54296875,0.8565440475940704
1,0.509765625,0.7710266709327698,0.541015625,0.8095693290233612
2,0.533203125,0.7534086406230927,0.529296875,0.7863873392343521
3,0.533203125,0.7423179298639297,0.51171875,0.7736925482749939
4,0.5341796875,0.7316708266735077,0.53515625,0.7597000747919083
5,0.5478515625,0.7271832227706909,0.544921875,0.7526399046182632
6,0.53515625,0.724345788359642,0.51953125,0.7467765361070633
7,0.5400390625,0.7233715429902077,0.578125,0.7390532344579697
8,0.54296875,0.7193320617079735,0.568359375,0.7349560260772705
9,0.52734375,0.7203867509961128,0.548828125,0.7354388386011124
10,0.53515625,0.7188874706625938,0.533203125,0.7322822958230972
11,0.5439453125,0.716150663793087,0.5546875,0.7301307320594788
12,0.5419921875,0.7149883583188057,0.544921875,0.7282127290964127
13,0.5380859375,0.7162442952394485,0.46875,0.7292261123657227
14,0.541015625,0.7144926190376282,0.474609375,0.7263302356004715
15,0.533203125,0.7146521657705307,0.4609375,0.7257095724344254
16,0.5400390625,0.7127523571252823,0.4765625,0.7220260500907898
17,0.5419921875,0.7134610638022423,0.490234375,0.722713902592659
18,0.54296875,0.7131415754556656,0.5625,0.7214365750551224
19,0.5419921875,0.7121676653623581,0.5546875,0.7202903479337692
20,0.54296875,0.7106624245643616,0.564453125,0.7192620038986206
21,0.541015625,0.7103586345911026,0.5625,0.7178837656974792
22,0.5517578125,0.7102761268615723,0.4765625,0.7181452065706253
23,0.546875,0.7105239704251289,0.513671875,0.7188130468130112
24,0.546875,0.7104190215468407,0.560546875,0.7176645696163177
25,0.541015625,0.7102980688214302,0.564453125,0.7163822501897812
26,0.54296875,0.7101514637470245,0.5546875,0.7163848578929901
27,0.5458984375,0.7087013274431229,0.548828125,0.7155441641807556
28,0.5419921875,0.708863340318203,0.51953125,0.7177353203296661
29,0.5419921875,0.7099529951810837,0.533203125,0.716546043753624
30,0.5419921875,0.7083211690187454,0.560546875,0.7153152972459793
31,0.5400390625,0.7086387351155281,0.548828125,0.7149572968482971
32,0.5419921875,0.7097601071000099,0.541015625,0.7142236679792404
33,0.5439453125,0.7081383988261223,0.53125,0.7149351090192795
34,0.54296875,0.7099052891135216,0.5546875,0.7129408717155457
35,0.5439453125,0.7093066945672035,0.5078125,0.7165897786617279
36,0.546875,0.7076328620314598,0.515625,0.715602770447731
37,0.53515625,0.7097249031066895,0.564453125,0.71196548640728
38,0.54296875,0.7098961845040321,0.521484375,0.7135013788938522
39,0.5419921875,0.7084241360425949,0.513671875,0.714823842048645
